Description,AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
"PANDA PUFFS,OG2,G/F",1.590733,1.45743837299665,0.0,10.0,36.636833,24.436089300556603,0.0,319.2,1036,252,Packaged Grocery
"SOUP,OG2,CRMY POTATO",1.202702,0.751395403169793,0.0,8.0,38.336706,21.1589448460871,0.0,222.0,592,200,Packaged Grocery
"SWT POTATO,OG1,PUREE,CAN",1.1320379999999999,0.709882106756328,0.0,10.0,20.402815,8.75155023704427,0.0,172.1,515,216,Packaged Grocery
"YOGURT,OG,FF,PLAIN",1.93,2.57907273290541,0.0,12.0,6.7333,8.960733990386311,0.0,41.76,100,80,Packaged Grocery
"KIT,1000 ROSES,GET STARTD",2.06,1.37671839362795,1.0,6.0,18.3131,12.021150694933601,8.04,59.46,100,76,Body Care
EO PRMINT/T TREE HAND SP,1.9899490000000002,2.04973414691642,0.0,29.0,8.0451,7.14835295644205,0.0,96.28,398,191,Body Care
"COUSCOUS,MEDITRN CURR",0.8872540000000001,0.46771040019306703,0.0,3.0,14.257745000000002,7.29781597761134,0.0,43.53,204,137,Packaged Grocery
"GRASSMILK,OG2,WHL,NON",1.203646,0.6420342745103,0.0,6.0,32.808242,17.4299197321271,0.0,162.54,4881,293,Refrigerated Grocery
"SODA,FREE CAL,CHRY,VAN,CR",0.9264700000000001,0.552869322731357,0.0,4.0,10.440514,7.18480168749779,0.0,46.0,136,102,Packaged Grocery
"TOMATILLOS,OG2,CRUSHE",0.441717,0.623618813642313,0.0,6.0,8.086625,11.3784014949165,0.0,108.66,326,149,Packaged Grocery
4KIDS COMPLETE COLD'N FLU,1.472222,1.3198725287176398,0.0,6.0,7.892777000000001,6.89205240470546,0.0,28.92,36,33,Vitamins
"ENRY BR,OG2,LEM,S2021467",0.48829399999999995,1.1479614702808798,0.0,14.0,9.197491000000001,23.191550664207398,0.0,282.1,299,132,Packaged Grocery
NUUN VT BLUBRY POM TABS,1.2,0.6324555320336761,1.0,3.0,32.362,13.982519086344901,24.83,72.0,10,10,Vitamins
"SHAMP,TEA TREE LEMON",2.216589,1.40241239988143,1.0,8.0,9.160414,5.86803087937197,3.35,34.56,217,143,Body Care
FLOUR UN-BLEACHED WHIT,1.120715,0.9690910163436909,0.0,20.0,14.923487,12.587861473541802,0.0,277.2,671,242,Packaged Grocery
"SPRKLNG BEV,CLEMENTIN",1.3224559999999999,1.4877824602616,0.0,20.0,19.23595,18.254464906688398,0.0,276.0,1563,275,Packaged Grocery
BRM FLOUR BAKING GF,1.036563,0.33498329348217,1.0,8.0,20.460036,6.157567963254981,0.0,136.56,547,237,Packaged Grocery
"SOAP,SANDALWOOD",1.034722,0.310404803575669,0.0,4.0,8.319375,2.48441643923761,0.0,31.08,288,173,Body Care
"CASTILE SOAP,OG PEPPER",2.772932,2.0112694467162298,0.0,12.0,29.80027,43.5148752005342,0.0,762.72,1995,275,Body Care
"DEOD CRM,OG2,LAVNDR MINT",2.90909,1.56851116436169,1.0,6.0,14.059695999999999,7.60160981505254,4.84,29.7,33,31,Body Care
"TROPICAL DELIGHT,OG",1.326608,1.14749471803929,0.0,20.0,24.225169,18.4125730661229,0.0,400.2,2627,288,Packaged Grocery
"TOPPING,CLASSIC FUDGE",3.105263,2.02351123737914,0.0,12.0,13.384955999999999,8.792354733527441,0.0,57.48,228,154,Packaged Grocery
EPIC PULL PRK PINEAP BAR,0.371747,0.562594200438644,0.0,3.0,7.061635000000001,10.831611055646901,0.0,51.06,269,139,Packaged Grocery
"FAGE,GRK YGT,0%,FF",1.208379,0.705715387541678,0.0,10.0,20.042270000000002,11.5749705911817,0.0,163.7,4559,289,Refrigerated Grocery
"CTR DSP,CANDY,HNY LOQUAT",0.787878,0.780927963930403,0.0,3.0,10.033333,10.014108693072302,0.0,38.55,33,30,Vitamins
"MANNA BRD,OG2,MULTGRN",0.76,0.47734384133153207,0.0,2.0,15.573732999999999,9.8060221256415,0.0,42.16,225,152,Frozen
"Meats, Sliced, Corned Beef, Gluten-Free, Natural,",1.0,0.451641560867119,-1.0,5.0,42.647394,18.0823881334194,-43.35,187.75,403,201,Meat
"PB8 ACIDOPHILUS,VEGETARN",2.85866,2.03642414824411,1.0,24.0,17.274537,11.7392760806524,4.45,129.12,941,257,Vitamins
"DSP,HERBALOZENGE,OG,CRANB",0.7142850000000001,0.45501575519328996,0.0,1.0,12.085285,7.703737229974071,0.0,17.76,70,65,Vitamins
OG3 NMS O`S CHOC CREME,1.24,0.988616341383629,0.0,10.0,14.29795,10.872724537220199,0.0,108.8,600,226,Packaged Grocery
"PASTA,OG3,TAGLIATELLE",1.0090290000000002,0.300466063496195,0.0,6.0,26.205891,7.97565160349298,0.0,156.42,1329,269,Packaged Grocery
PEPPERMINT BARK,1.601694,3.08328781812137,0.0,25.0,37.756609999999995,59.2588209917639,0.0,471.0,118,77,Frozen
"ESSENTIAL OIL,TANGERI",2.359882,1.6531554316465198,1.0,18.0,4.551076,3.09692397872512,1.62,30.96,678,242,Body Care
OG2 LIFEWAY PROBUG ORNG,0.966942,0.17953106961937698,0.0,1.0,21.928099,4.147417733572129,0.0,24.07,121,100,Refrigerated Grocery
FLAVORG ANISE EXTRCT,2.61194,1.67833994353906,1.0,6.0,7.158208,4.36489332209299,2.38,18.9,67,57,Packaged Grocery
OG2 CNTRY CH VAN WAFERS,0.855555,0.496244398861449,0.0,4.0,13.728017999999999,8.035207450661531,0.0,65.12,540,231,Packaged Grocery
OG2 O.V. 1% LACTOSE FREE,0.9192540000000001,0.38629408324190295,0.0,3.0,25.547204,10.8378868577049,0.0,83.19,322,196,Refrigerated Grocery
"DEOD,STICK,LAVENDER",1.0660479999999999,0.36562762039193103,0.0,5.0,22.968273,7.81032046181935,0.0,105.95,863,240,Body Care
CN GLY SP ALOE VERA 3PK,2.0,2.82842712474619,0.0,4.0,6.1,8.62670273047588,0.0,12.2,2,2,Body Care
,1.504779,2.1004481585132,1.0,75.0,53.253243000000005,64.67368788799949,0.0,2100.0,4289,289,Packaged Grocery
OG2 KNUD JUST POMGRN,0.757692,1.1006046344308,0.0,8.0,39.993076,41.023063290911395,0.0,264.08,260,151,Packaged Grocery
Cider n` Spice,1.4264700000000001,1.1239081131850701,1.0,6.0,37.418234999999996,27.702088985359303,25.12,150.72,68,47,Packaged Grocery
OG2 O.V. SOY CREAMR ORIG,1.006959,0.222620526257177,0.0,3.0,21.833683999999998,4.902641749585269,0.0,63.93,2299,291,Refrigerated Grocery
OG3 DR B LAV BAR SOAP,6.522683,6.90469018798553,0.0,88.0,14.853291,15.5748683465119,0.0,198.88,3637,286,Body Care
"SNDWCHCRM,OG,CHOC,VAN",1.012084,0.17352500621061298,0.0,2.0,16.193051,2.85724940895136,0.0,33.68,662,237,Packaged Grocery
"SOUP,OG,CLSC MINESTRONE",2.0774310000000002,1.3321850570635099,0.0,12.0,7.7434270000000005,4.88462680980851,0.0,45.96,1059,264,Body Care
QUORN CHX STL NKD CUTLET,0.9663360000000001,0.29014132699002804,0.0,2.0,32.088257,10.129246989606802,0.0,74.16,505,233,Frozen
"BREATHMINTS, WINTERMINT",1.0889719999999998,0.32209118582601,1.0,4.0,11.391027000000001,3.4623686160440896,0.0,44.88,798,255,Packaged Grocery
"REFLECT COND,DAILY MOIST",2.266009,1.63244188519673,0.0,12.0,10.356034,7.25120923342833,0.0,57.84,406,201,Body Care
"ENRGY DRINK,OG,TRAD MATE",1.032325,0.540623156344271,0.0,4.0,19.705379999999998,10.260249655937699,0.0,76.16,959,252,Packaged Grocery
"Potatoes, Red, Canada, 10x5 lb Bag, Organic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,Packaged Grocery
GARDENER'S HAND REPAI,2.152542,1.38730151512324,0.0,8.0,9.678474000000001,6.08511887894511,0.0,33.04,59,51,Body Care
"RTD Iced Tea, Lori's Lemon OG",1.32077,1.4081668629539699,1.0,35.0,15.407169,14.262242261030199,0.0,352.45,3635,291,Packaged Grocery
OG1 LOTUS BRN RCE NOODL,0.954268,0.750767241383567,0.0,8.0,12.618018,15.185634267614802,0.0,144.48,328,95,Packaged Grocery
"ACIDOPHILUS CULTURE,BLUBY",1.072419,0.392043361018059,0.0,6.0,12.397719,4.4143971501230705,0.0,63.24,649,222,Packaged Tea
"TEA,OG,PEPPERMINT",1.006687,0.4309877259141339,0.0,8.0,18.174722,7.926418742166639,0.0,150.0,1944,279,Packaged Tea
YOGI CARAMEL BEDTIME TEA,1.047032,0.241502759870198,1.0,4.0,16.677782,3.97054259909489,0.0,64.2,893,242,Packaged Tea
NN CHOC/DRM DRK CHOC CKY,1.019354,0.178751696710135,0.0,2.0,26.026301,4.83681237602645,0.0,52.82,465,216,Packaged Grocery
"COOKIE,OG3,O'S,CHOC CREME",1.24,0.988616341383629,0.0,10.0,14.29795,10.872724537220199,0.0,108.8,600,226,Packaged Grocery
OG2 PAM MASLA CHAI BAR,0.9714280000000001,0.44790250003489895,0.0,4.0,6.883141999999999,6.28870702883772,0.0,24.56,140,73,Packaged Grocery
"Water, Coconut and Aloe Vera with Mangosteen/Mango",1.589552,0.9111893126107231,0.0,5.0,26.584402,15.2413542858882,0.0,83.1,134,103,Body Care
"BAR,OG2,NT BTR FILLED,PB",1.3117969999999999,1.25723365031507,0.0,15.0,19.980005,18.3896221268237,0.0,186.48,1780,272,Packaged Grocery
"BAKING BAR,CHOC UNSWTE",0.14189100000000002,0.362025936023891,0.0,2.0,3.598265,9.17295745400093,0.0,50.16,444,174,Packaged Grocery
"CASTILE SOAP,OG,LAVEND",3.406562,3.34312547744764,0.0,39.0,11.115741,10.786985459446301,0.0,125.58,1402,270,Body Care
BRM MIX PANCAKE GF WF,1.066889,0.272365785044906,0.0,4.0,11.645259,3.02427512247854,0.0,37.68,1196,272,Packaged Grocery
OG2 KNUD SPARKLING CIDER,0.9077799999999999,1.10313398972671,0.0,8.0,24.473112,20.1040132477702,0.0,119.24,347,159,Packaged Grocery
OG1 R.R. CHOC/CNUT BLISS,1.0621459999999998,0.46592917418701,0.0,5.0,13.574914999999999,5.3452227611892,0.0,44.28,354,199,Packaged Grocery
Pro-Gest Paraben Free 48 ct,1.589552,0.9111893126107231,0.0,5.0,26.584402,15.2413542858882,0.0,83.1,134,103,Body Care
"TEMPEH,OG2,SOY,ORIGIN",1.071942,0.541590978207024,0.0,9.0,25.267532,12.3470385679314,0.0,174.42,3197,288,Refrigerated Grocery
OG2 O.V. SALTED BUTTER,1.2928030000000001,1.15655495084561,0.0,40.0,98.802576,87.08384820967991,0.0,3043.2,4836,290,Refrigerated Grocery
"CEREAL,OG,WHL GRAIN RICE",0.970833,0.19184016766637998,0.0,2.0,33.135083,7.81158816224061,0.0,69.58,240,158,Packaged Grocery
"MUSTARD SEED GROUND,O",3.204861,1.43974590582005,0.0,9.0,10.188993,4.61104030678037,0.0,28.89,288,174,Packaged Grocery
"FLOUR,BAKING,GF,ALL P",1.036563,0.33498329348217,1.0,8.0,20.460036,6.157567963254981,0.0,136.56,547,237,Packaged Grocery
"SNACK BAR,COCO LOCO,GF",0.9152040000000001,0.70017436572714,0.0,8.0,12.699839,9.13447467706332,0.0,107.52,1368,270,Packaged Grocery
FRUIT SWEETENER,1.5,1.9148542155126798,0.0,4.0,6.895,8.806594120316891,0.0,18.4,4,4,Packaged Grocery
"5 GRN ELBOWS,OG,&WHT CHED",0.889466,0.967979990622399,0.0,8.0,20.683432999999997,22.120423989376697,0.0,167.84,769,230,Packaged Grocery
"CHOC BAR,DRK/RASP,GRIZZLY",1.296786,0.739454491421881,0.0,8.0,28.363774,15.761724571565402,0.0,180.88,1587,263,Packaged Grocery
EBAL BUTTERY STICKS,1.238758,0.736788264184302,0.0,7.0,67.505792,40.561484783541005,0.0,386.47,1868,287,Refrigerated Grocery
"JUICE,OG2,SPR TOMATO,NS",0.97619,0.154303349962092,0.0,1.0,32.80238,7.75554587078014,0.0,37.41,42,40,Packaged Grocery
MANITOBA HEMP HEART BITE,1.546666,1.71080298305996,0.0,6.0,20.671332999999997,19.7838560538728,0.0,81.48,75,69,Packaged Grocery
EMERITA OH LUB NO PARABN,1.579831,0.915921304436581,0.0,6.0,8.729159,5.07931974956876,0.0,33.6,119,91,Body Care
"PIZZA POPPERS,PEPPERONI",1.081488,0.42858510558273205,0.0,6.0,19.879547,7.950536213289619,0.0,110.94,994,255,Frozen
ZAND ALLERGY SEASN FORM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,Vitamins
"OATMEAL,OG2,CNUT CASHEW",1.1551719999999999,0.7678112921013092,1.0,6.0,9.751206,12.344414473489001,0.0,70.74,58,40,Packaged Grocery
"NDL MEAL,SW RD LNTL RTINI",0.428571,0.534522483824849,0.0,1.0,10.19,12.7101298183772,0.0,24.03,7,7,Packaged Grocery
NAT BIO SORE THROAT SPRY,1.7362630000000001,1.4517052412415201,0.0,6.0,8.595604,7.15200814205217,0.0,29.04,91,71,Vitamins
FRTA SCE ENCHIL CHPTLE,0.657303,0.620258309676732,0.0,4.0,9.66337,9.11703446232185,0.0,58.72,178,97,Packaged Grocery
"SOAP,EVERYONE,LAVNDR&",3.028479,3.2898366000192603,0.0,24.0,14.122020999999998,15.6532884356179,0.0,126.96,2493,278,Body Care
OG3 AMYS VEGIE PIE,0.957894,0.213671806935267,0.0,2.0,27.80725,6.243415519975669,0.0,58.32,760,257,Frozen
"CHEESE PUFFS,JALPENO G/F",1.382949,1.23247937804195,0.0,30.0,26.287399,21.1218680950446,0.0,551.7,4434,291,Packaged Grocery
"LIQ SOAP,OG,SHIKA,LVNDR",3.283146,3.33028811198017,0.0,24.0,15.670741,15.7372969260582,0.0,115.44,445,220,Body Care
"SPRKLNG WTR,APRICOT",1.4,0.9737289911202951,0.0,6.0,10.570545,7.3726540319445,0.0,46.86,55,49,Packaged Grocery
"TEA,WOMAN'S RSPBRY LEAF",1.025862,0.21981942667524598,0.0,3.0,16.389511,4.15920818533702,0.0,48.15,348,192,Packaged Tea
"SOUP,OG2,CRMY BTRNT S",1.08284,0.316606228753728,1.0,3.0,21.175384,6.0482653947817,17.19,51.57,169,112,Packaged Grocery
"JUICE,OG,VERY VEGGIE",1.129584,0.574325683064954,1.0,6.0,29.646568,10.9326210779351,6.66,152.16,1227,263,Packaged Grocery
Coconut & Chocolate (Chocolate Coconut Bliss),1.0621459999999998,0.46592917418701,0.0,5.0,13.574914999999999,5.3452227611892,0.0,44.28,354,199,Packaged Grocery
"MAC&CHSE CUP,GF,RC PST&CH",1.025316,0.22429981893009,0.0,3.0,16.191012,3.90720503650514,0.0,47.85,158,118,Packaged Grocery
ESTER-C 1000 W/CITRUS BIO,2.362565,1.8972869405808797,0.0,18.0,29.954148999999997,24.1301524298337,0.0,236.52,764,250,Vitamins
"ESSENTIAL OIL,PEPPERM",2.045714,1.37573422401133,0.0,15.0,26.008982,17.1838288222298,0.0,170.4,875,255,Body Care
"EGG PSTA,OG1,PAPPAREDELLE",1.034237,0.26075495846197305,0.0,6.0,26.823152,6.9485519186383495,0.0,156.42,1548,277,Packaged Grocery
"SUNSCREEN,MNRL,F/F,SP",3.9445650000000003,5.47982478553664,0.0,50.0,20.273847,27.7926436117942,0.0,266.4,920,218,Body Care
"CHOC BR,DRK/RSP,GRZLY",1.296786,0.739454491421881,0.0,8.0,28.363774,15.761724571565402,0.0,180.88,1587,263,Packaged Grocery
OG2 PAM CLD BRW CHOC BR,0.9128440000000001,0.45712000006274395,0.0,4.0,7.297752,6.572019448007951,0.0,42.4,218,94,Packaged Grocery
"SHAMPOO,CITRESS",2.572093,2.2220565515776203,0.0,12.0,10.018697,8.5304110284742,0.0,51.72,215,144,Body Care
YOGI WMNS RASP LEAF TEA,1.025862,0.21981942667524598,0.0,3.0,16.389511,4.15920818533702,0.0,48.15,348,192,Packaged Tea
AC TTREE HRVST AROMA MST,3.333333,2.3094010767585003,2.0,6.0,9.773333000000001,2.7597342867264105,8.18,12.96,3,3,Body Care
"STUFFING,PLAIN,GF",0.21739099999999997,0.518434859512082,0.0,2.0,5.3182599999999995,12.246863662392002,0.0,43.12,23,7,Packaged Grocery
"DRIED CRANBERRIES,OG",0.716666,0.610597356408182,0.0,5.0,26.985083000000003,21.5930150547037,0.0,160.95,120,106,Packaged Grocery
"Organic Lactose Free Kefir, Traditional Plain",1.175034,0.564366574789835,0.0,6.0,23.526460999999998,11.1456668256411,0.0,132.96,2908,291,Refrigerated Grocery
OG2 AH SHELLS & CHEDDAR,2.327339,5.6285611818922305,0.0,200.0,38.837807,82.4588065192374,0.0,2517.2,4060,280,Packaged Grocery
"Squash, Hard, Red Kuri, 17.5 lb , Organic",1.44423,0.906392085859987,0.0,8.0,72.09313399999999,46.264601540117596,0.0,641.44,520,189,Packaged Grocery
NEL STING GEL,0.48571400000000003,1.17251435640097,0.0,4.0,1.784571,4.2924635342979105,0.0,14.76,35,31,Vitamins
"FRT SNK,OG,SUMMER STRWBRY",0.803249,0.778614515024807,0.0,10.0,26.311787,23.6497233304303,0.0,254.8,1108,252,Packaged Grocery
"SODA,NATURAL COLA",0.43518500000000004,0.645229049356591,0.0,3.0,3.913425,5.6834559319933495,0.0,25.95,108,57,Packaged Grocery
"PCKT SAND,OG,BROC&CHEE",0.933333,0.320793200372018,0.0,2.0,21.5722,7.415701722714339,0.0,46.46,150,116,Frozen
GIO TEA TREE TRIPLE SHAM,3.6667989999999997,3.24009005625327,0.0,50.0,15.315771,13.2697154700984,0.0,185.0,2509,283,Body Care
"CLEANSING MILK,SEA LE",0.658914,1.1214954025694899,0.0,4.0,3.3952709999999997,5.74937293829719,0.0,21.56,129,106,Body Care
"Milk, Chocolate, Whole, Kimball Brook Farm, 12x16",1.090909,0.8980683751957901,0.0,12.0,11.43838,9.46096261538193,0.0,134.4,352,204,Packaged Grocery
ACURE MSK FACE CELL STIM,2.1133,1.32291128388747,0.0,9.0,9.677906,5.876847882847719,0.0,39.15,406,183,Body Care
"DSRT,OG2,ND,CHOCOLATE",0.987108,0.17663187785758105,0.0,2.0,24.46,4.38405451019245,0.0,50.04,543,225,Frozen
"POTATO CHIP,BBQ",1.0,0.0,1.0,1.0,16.147758,2.38768554389043,0.0,17.56,58,54,Packaged Grocery
"DEODORANT,DUSK",2.703264,1.7719470410385099,0.0,12.0,11.149175999999999,7.04835345338506,0.0,51.36,1348,266,Body Care
ANGIES BMCHKA KTLCN LTSW,1.1708459999999998,0.702515934942999,0.0,6.0,29.160799,17.2697334579462,0.0,152.52,638,222,Packaged Grocery
AVALN LOTION ROSEMARY,2.04375,1.31917105189242,1.0,12.0,11.400312,7.63306127513932,0.0,69.36,160,119,Body Care
"GOAT'S WHEY PROT,PLAI",0.775,0.697523090326379,0.0,3.0,14.2505,14.6368884093475,0.0,67.23,40,32,Vitamins
"SODA,OG,NEW CENTURY CO",0.48484799999999995,0.6137507447571671,0.0,3.0,5.958939,7.61670999615327,0.0,39.12,66,33,Packaged Grocery
"QUINOA PSTA,OG1,SHELLS,GF",0.125,0.353553390593274,0.0,1.0,4.2075,11.9006071273696,0.0,33.66,8,8,Packaged Grocery
OG2 KASHI ISLND VAN CERL,1.22619,0.859622399713034,0.0,6.0,46.138034999999995,30.518174152519396,0.0,186.54,168,102,Packaged Grocery
OG2 FD TRAD FUSILLI PSTA,0.9351870000000001,0.8966660507869351,0.0,25.0,13.977793,13.435405153378598,0.0,374.25,3703,285,Packaged Grocery
OG2 STONY YB BLU/APL YOG,1.034201,0.32882647376595897,0.0,4.0,12.678127,4.02516982023306,0.0,48.96,614,247,Refrigerated Grocery
"COFFEE,OG,FRZ DR S#876292",1.1117219999999999,0.47302568429644803,0.0,10.0,38.172399,15.132350403842,0.0,305.4,2363,282,Packaged Grocery
AZULENE EYE CREAM,1.588235,1.1213175023946,0.0,4.0,12.462352000000001,9.12032245140746,0.0,33.44,17,14,Body Care
"BRKFST BAR,HONEY OAT",1.079027,0.31208039513861796,1.0,3.0,18.732857,5.15458755958291,0.0,49.68,329,186,Packaged Grocery
"GEL,L.A.,NATURAL,X-FIRM",2.4216759999999997,1.63852069506911,0.0,12.0,9.885114,6.690821141719559,0.0,51.6,1181,260,Body Care
"MILK,OG,1%,HTST,FRESH",1.168695,0.5774304071870501,0.0,6.0,24.933726,12.332364764735502,0.0,128.04,2300,280,Refrigerated Grocery
"COOKIES,CHOC VAN CREM",1.030701,0.30226316835163697,1.0,6.0,37.039254,6.50436170589228,9.42,146.36,456,205,Packaged Grocery
"APL CDR VIN,OG2,RAW,UNSLP",0.330677,0.556969603696854,0.0,4.0,16.660637,28.2202148183183,0.0,205.72,251,158,Packaged Grocery
"JUICE,SPRK,POMEGRANATE",0.914285,0.45653865518633,0.0,4.0,26.293357,12.7632388376511,0.0,103.76,140,96,Packaged Grocery
"BEANS,OG2,NAVY",1.1764700000000001,0.39295262399668796,1.0,2.0,37.52,12.4136517592528,28.7,66.32,17,16,Packaged Grocery
"BEANS,OG,REFRIED,TRAD,LS",1.0205469999999999,0.151316947781002,1.0,3.0,23.951054,3.48364048261047,13.43,68.94,730,248,Packaged Grocery
"SHAMP,1K ROSES,COLOR CARE",3.06045,2.4978828782543503,0.0,20.0,12.348975,11.3326550615471,0.0,86.22,976,227,Body Care
TLT TEA GREEN DCF,1.0,0.35578403348240994,0.0,3.0,11.465094,3.95568728012365,0.0,31.62,159,116,Packaged Tea
"PUDDING,TAPIOCA",1.039419,0.310090313932904,0.0,6.0,24.900497,6.6960222592722305,0.0,125.4,482,220,Packaged Grocery
"JUICE,LMN GNGER ECHIN",1.265205,0.933548851589081,0.0,11.0,31.546771999999997,16.331271331262,0.0,199.36,1825,277,Packaged Grocery
OG2 KOYO FINE UDON,1.023715,0.355555163435382,0.0,3.0,18.356876999999997,6.85455793012699,0.0,56.67,253,159,Packaged Grocery
JNC LAV SHWR BDY WSH,2.328688,1.93223930448865,0.0,24.0,16.844475,14.0581529354876,0.0,182.16,1220,268,Body Care
NOOSA YOGURT LEMON,1.1307049999999998,0.714975201308909,0.0,12.0,21.545845,13.247214980279901,0.0,229.56,1928,279,Refrigerated Grocery
"DEOD STK,WIDE,CLEAN,PGF",0.18528599999999998,0.42913225749627293,0.0,3.0,3.9524519999999996,9.14398449471891,0.0,63.57,367,155,Body Care
"TUNA,LOW MRCRY WLD ALBAC",1.455043,1.43748286007346,0.0,16.0,40.817786,37.809276549883705,0.0,434.4,2191,275,Packaged Grocery
"CLIF BAR,OG,CHC CH PNTCR",1.3584829999999999,1.17414951810499,0.0,28.0,16.548331,13.1505668712622,0.0,311.25,2505,280,Packaged Grocery
"COND,RE-MOIST,50/50,BALNC",0.8666659999999999,0.351865775274498,0.0,1.0,11.695333,4.74890343232244,0.0,13.69,15,15,Body Care
SHREDDED WHEAT CEREAL,1.3786530000000001,1.24543000345715,0.0,10.0,32.242808000000004,15.371738686526502,0.0,274.5,787,246,Packaged Grocery
CH LOVE MINI BR CHRY/ALM,1.2041110000000002,0.609518237335554,1.0,6.0,10.394214,4.929403078750269,7.51,60.12,681,225,Packaged Grocery
AC FRANKINCENSE ESS OIL,2.4047009999999998,1.75540789130669,0.0,15.0,30.255759,21.7615429215274,0.0,175.2,1191,274,Body Care
TRAD TEA NETTLE LEAF OG1,1.043585,0.264014538671351,0.0,6.0,19.096339999999998,4.84599294101868,0.0,105.9,1216,268,Packaged Tea
"BUBBLE BATH,TRANQUILIT",2.1990950000000002,1.6416349062911,0.0,15.0,9.888053999999999,7.025334608713799,0.0,64.8,442,205,Body Care
"BAR,OG2,SPR,RAISIN CRUNCH",0.288524,0.502002031559024,0.0,3.0,10.337606,17.559129162631,0.0,90.21,305,226,Packaged Grocery
"BISQUE,OG2,RST RD PEP&TOM",1.0643770000000001,0.35980319551079293,1.0,4.0,28.141716,9.814003390938211,0.0,107.52,233,146,Packaged Grocery
OG1 BIONAT SPAGHETTI,1.340158,1.2383099520985,0.0,38.0,26.665246999999997,22.8977003223239,0.0,694.64,3028,283,Packaged Grocery
OG2 S.C. CHOC SYRUP,0.735899,0.64694652295014,0.0,10.0,14.850125,14.9960960983905,0.0,266.1,1117,261,Packaged Grocery
"SNSCRN,SPF15,FF,S#0401380",3.303258,2.7447097421898596,0.0,24.0,17.070751,14.2876501978798,0.0,121.68,399,133,Body Care
"SHOYU,TRAD,OG SOYBEAN",1.012679,0.25491746711727303,0.0,3.0,17.615984,4.4336524598949,0.0,51.78,1183,268,Packaged Grocery
"TEA,OG1,GREEN W/GINGE",1.018518,0.134941853861541,1.0,2.0,18.550017999999998,2.8638463243687897,0.0,37.5,540,229,Packaged Tea
OG2 AH WM YOG SUMR STRAW,0.8493149999999999,0.536349916450737,0.0,5.0,11.816355999999999,7.45307622411502,0.0,69.75,365,197,Refrigerated Grocery
"TAPIOCA,LARGE PEARL",0.8260860000000001,0.38755338788159005,0.0,1.0,8.564347,4.06562398888195,0.0,10.94,23,23,Packaged Grocery
NOO RSN MINI BOX OG2,0.187082,0.396088796499041,0.0,2.0,6.289599,13.274605146791101,0.0,54.36,449,202,Packaged Grocery
"SEA VEGETABLE,KOMBU",1.041782,0.5241999998212891,0.0,6.0,35.35674,17.982107516794397,0.0,211.68,359,181,Packaged Grocery
F.T. TONIC WATER,1.0106760000000001,0.273652357212637,0.0,3.0,22.217935,6.0480125433445595,0.0,58.71,281,168,Packaged Grocery
Zum Naughty & Nice Goat's Milk Soaps,1.054848,0.8000787347708341,1.0,26.0,25.346483,16.3329659385546,20.29,527.54,1021,259,Packaged Grocery
"COOKIES,CHNK CH CHP,WF",1.092307,0.6611939271504129,0.0,14.0,15.981229999999998,9.89278188024019,0.0,194.88,1235,273,Packaged Grocery
Apple Cider Vinegar & Concord Grape-Acai,0.470713,0.6255002814352989,0.0,10.0,9.74023,13.0704890871236,0.0,215.6,2339,286,Refrigerated Grocery
CYCLONE CIDER HRBL EXTRCT,4.25,2.5,3.0,8.0,37.185,21.770555803653696,26.19,69.84,4,4,Vitamins
"COND,2CHIC,AVCDO&OLV",2.731111,2.60676984832677,0.0,24.0,11.488844,11.007435519024199,0.0,103.68,900,245,Body Care
"TULSI TEA,OG,RSPBRY PEACH",1.042079,0.264924978684315,0.0,4.0,17.991335999999997,4.32158902577935,0.0,42.24,404,189,Packaged Tea
"TOMATOES,OG2,CRSH,W/BASIL",1.15375,0.953282157122885,0.0,15.0,22.467361999999998,18.8478948650678,0.0,293.55,800,237,Packaged Grocery
"SKILLET SCE,TACO,LIME CIL",1.154205,0.448318298985237,0.0,4.0,10.073831,3.9291003778978104,0.0,35.88,428,177,Packaged Grocery
"ALMOND DREAM,UNSWTND",0.947368,0.22941573387056197,0.0,1.0,24.416315,5.93601457257712,0.0,27.91,19,19,Packaged Grocery
OG2 HV NS VEGE SOUP,1.02985,0.21681894912240302,1.0,4.0,22.933044,6.08352617332926,0.0,84.32,335,179,Packaged Grocery
"DEOD STK,WIDE,MTN SPG,PGF",1.090725,0.607889773882788,0.0,10.0,23.84637,13.3458982968167,0.0,222.1,496,197,Body Care
"HRBL COFFEE,OG,MOCHA",1.1,0.582438365632593,0.0,5.0,34.075952,10.3441268405514,0.0,92.25,210,146,Packaged Tea
"RTD Iced Tea, Just Green OG",1.3889770000000001,1.5170085356603402,0.0,36.0,16.230541,15.829673441261699,0.0,358.2,4373,291,Packaged Grocery
"SALAD TOPS,BACON,HCKY SMK",0.17948699999999998,0.386243639668214,0.0,1.0,7.450641,16.035536213724598,0.0,43.31,78,42,Packaged Grocery
"CHIP,VEG,SWEET PLANTAINS",1.030769,0.618557416198226,0.0,8.0,18.371179,13.7985255866959,0.0,148.64,585,192,Packaged Grocery
